token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,slug_obra,page_num
tuberculos,tubérculo,tubérculos,plural,1,"Com inchaçosinhos, ou [[b]]tuberculos[[/b]]. Nerita.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,142
caruncula,carúncula,carúncula,,1,"He huma pequena [[b]]caruncula[[/b]] branca,
              conica, negra na ponta, posta na parte posterior da mandibula de alguns molluscos.
              Limax Vid. Argenville.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,144
lacinias,lacínia,lacínias,plural,1,"Com abas, ou 
              [[b]]lacinias[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,145
tuberculos,tubérculo,tubérculos,plural,1,"Concha reticulada com 
                [[b]]tuberculos[[/b]] elevados na seçaõ das costas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,145
longitudinal,longitudinal,longitudinal,,1,"Rodeado na regiaõ do anus com huma covinha quasi 
                [[b]]longitudinal[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,145
Membranaceo,membranáceo,Membranáceo,,1,[[b]]Membranaceo[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,145
Anguladas,angulado,angulado,feminino plural,1,"[[b]]Anguladas[[/b]] na parte
                inferior. Terebella.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,146
tunica,túnica,túnica,,1,"Chama-sa olho hum ponto central na voluta, na summidade da
              concha no Lepas. Na ponta dos tentaculos do limax, Swammerdam chamou o centro destes
              tentaculos nervo optico, elle observa, que a ponta destes pelo interior he cuberta com
              a [[b]]tunica[[/b]] chamada uvea; elle distinguio os tres humores,
              Aqueo, Vitreo, cristalino; mas naõ obstante isto suppomos os olhos nostes animaes como
              partes muito incognitas, aindaque os tentaculos sejaõ a sua parte mais
              sensivel.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,148
membranacea,membranáceo,membranácea,feminino singular,1,"Lamina com a qual algumas conchas fechaõ a sua abertura, e esta, ou de substancia
              como cornea, ou de unha, ou testacea, ou [[b]]membranacea[[/b]], como Helix Pomatia.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,148
cirros,cirro,cirro,plural,1,Com [[b]]cirros[[/b]]. Mixine.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,148
longitudinaes,longitudinal,longitudinais,plural,1,"Saõ certas malhas dispostas sem ordem, ou [[b]]longitudinaes[[/b]], ou obliquas. Os pontos saõ
              elevados, ou escavados.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,150
longitudinal,longitudinal,longitudinal,,1,"Raio nas conchas bivalves he huma prominencia  [[b]]longitudinal[[/b]], que
              principia do umbo, e vai divergindo até a outra extremidade.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,150
membranacea,membranáceo,membranácea,feminino singular,1,"De substancia como [[b]]membranacea[[/b]], e striada transversalmente, ou com
                linhas transversaes, ou atravessadas. Ostrea striatula.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,151
entrecortadas,entrecortado,entrecortado,feminino plural,1,Concha chêia de linhas simplices côradas [[b]]entrecortadas[[/b]] á maneira de rede. V. Argenvill.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,152
epiderme,epiderme,epiderme,,2,"Dezenho natural sobre a [[b]]epiderme[[/b]] da concha feito por
              linhas córadas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,152
Insectos,inseto,Insetos,plural,1,"He aquella parte do corpo do mollusco, que he mui distincta, sobre as espaduas do
              Limax, que corresponde ao escutello dos [[b]]Insectos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,152
diafragmas,diafragma,diafragma,plural,2,"Tubo cylindrico, ou canal cylindrico, que attravessa de parte a parte os [[b]]diafragmas[[/b]], ou divisoẽs das
              conchas, ̃q tem muitas cavidades.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,153
concameraçoens,concameração,concamerações,plural,1,"Tubo articulado, que passa pelas [[b]]concameraçoens[[/b]] do Nautilus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,153
setaceo,setáceo,setáceo,,1,"Á maneira de seda, ou [[b]]setaceo[[/b]]. Murex
                tribulus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,153
tuberculos,tubérculo,tubérculos,plural,1,"Coroada, ou cercada de [[b]]tuberculos[[/b]], ou de outra cousa aguda, Conus varius.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,154
Ennovellada,enovelado,Enovelada,feminino singular,1,[[b]]Ennovellada[[/b]] com pequenas laminas. Madrepora pileus.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,156
filamentos,filamento,filamento,plural,2,"Composta de [[b]]filamentos[[/b]], e de substancia calcaria. Corallina.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,157
longitudinaes,longitudinal,longitudinais,plural,1,"Diz-se de humas linhas finas, e [[b]]longitudinaes[[/b]] elevadas entre a cavidade de huns regos, pequenos,
              e superficiaes.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,158
membranacea,membranáceo,membranácea,feminino singular,1,De substancia [[b]]membranacea[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,158
tuberculos,tubérculo,tubérculos,plural,1,"Com [[b]]tuberculos[[/b]],
                ou pequenos inchaços. Conus nussatella.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,159
Insectos,inseto,Insetos,plural,1,"Saõ humas partes carnosas dos Vermes, que se pódem estender, e recolher
              voluntariamente, e correspondem ás antennas dos [[b]]Insectos[[/b]], com a differença porem, que nos insectos saõ as antennas cartilagineas, e articuladas, e naõ se podem recolher. Os tentaculos saõ dous,
              ou quatro.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,160
insectos,inseto,insetos,plural,1,"Saõ humas partes carnosas dos Vermes, que se pódem estender, e recolher
              voluntariamente, e correspondem ás antennas dos Insectos, com a differença porem, que nos [[b]]insectos[[/b]] saõ as antennas cartilagineas, e articuladas, e naõ se podem recolher. Os tentaculos saõ dous,
              ou quatro.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,160
cartilagineas,cartilagíneo,cartilagíneas,feminino plural,1,"Saõ humas partes carnosas dos Vermes, que se pódem estender, e recolher
              voluntariamente, e correspondem ás antennas dos Insectos, com a differença porem, que nos insectos saõ as antennas [[b]]cartilagineas[[/b]], e articuladas, e naõ se podem recolher. Os tentaculos saõ dous,
              ou quatro.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,160
lacinias,lacínia,lacínias,plural,1,"Divididos em ramos, ou [[b]]lacinias[[/b]] recortadas. Holothuria frondosa.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,161
pedunculo,pedúnculo,pedúnculo,,1,Sustidos por hum [[b]]pedunculo[[/b]]. Sepia.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,161
angulada,angulado,angulado,feminino singular,1,"Concha [[b]]angulada[[/b]]
                longitudinalmente de hum, e outro lado com angulo agudo, e como o fio de huma
                faca.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,161
diafragmas,diafragma,diafragma,plural,2,"Dividida em varias cavidades arqueadas por meio de alguns dissepimentos, ou especie de [[b]]diafragmas[[/b]] furados. Nautilus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,163
tuberculos,tubérculo,tubérculos,plural,1,"Coroada de [[b]]tuberculos[[/b]] redondos, e elevados, como papillas. Buccinum auricularia.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,163
papillas,papila,papilas,,3,"Coroada de tuberculos redondos, e elevados, como [[b]]papillas[[/b]]. Buccinum auricularia.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,163
membranaceas,membranáceo,membranáceas,feminino plural,1,Feita aspera pelas suturas [[b]]membranaceas[[/b]] elevadas. Murex.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,164
escamosa,escamoso,escamoso,,1,"Arqueada, e [[b]]escamosa[[/b]], ou com escamas.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,164
lacinias,lacínia,lacínias,plural,1,"Elevaçoens na concha divididas em tres partes, e cada huma dividida em [[b]]lacinias[[/b]]. Murex.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,164
Ennovelada,enovelado,Enovelada,feminino singular,1,[[b]]Ennovelada[[/b]]. Serpula glomerata.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,165
diafragmas,diafragma,diafragma,plural,2,"Com muitos thalamos ou cavidades, ou conchas divididas por varios [[b]]diafragmas[[/b]].
                Nautilus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,167
Pontoada,pontoado,pontoado,feminino singular,1,"[[b]]Pontoada[[/b]] com tuberculos, ou inchaços
                redondos. Cypraea nucleus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,167
tuberculos,tubérculo,tubérculos,plural,1,"Pontoada com [[b]]tuberculos[[/b]], ou inchaços
                redondos. Cypraea nucleus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,167
angulada,angulado,angulado,feminino singular,1,"Quasi [[b]]angulada[[/b]]. Helix
                algira.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,168
auricula,aurícula,aurícula,,3,"Tendo hum principio de 
                [[b]]auricula[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,168
romboidal,romboidal,romboidal,,1,"Quasi de figura [[b]]romboidal[[/b]], ou quadrada, mas com os angulos obliquos. Arca lactea.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,168
tuberculos,tubérculo,tubérculos,plural,1,Com [[b]]tuberculos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,169
umbilicadas,umbilicado,umbilicado,feminino plural,1,"Com embigo, ou excavaçaõ á maneira de embigo Trochus. Mas as Cipreas se chamaõ
                  [[b]]umbilicadas[[/b]] quando se acha a
                espira obtusa em huma cavidade.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,170
concameraçaõ,concameração,concameração,,1,"Com huma só [[b]]concameraçaõ[[/b]], ou cavidade.
                Voluta.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,170
longitudinal,longitudinal,longitudinal,,1,Com excavaçaõ [[b]]longitudinal[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,171
Angulada,angulado,angulado,feminino singular,1,[[b]]Angulada[[/b]] com nós.,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,172
tuberculos,tubérculo,tubérculos,plural,1,Com [[b]]tuberculos[[/b]].,VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,172
tuberculos,tubérculo,tubérculos,plural,1,"Que forma longitudinalmente huma superficie aspera por causa de alguns [[b]]tuberculos[[/b]] agudos.
                Lumbricus.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,173
tuberculos,tubérculo,tubérculos,plural,1,"Com [[b]]tuberculos[[/b]].
                Doris verrucosa. fig. 5.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,173
Tuberculos,tubérculo,Tubérculos,plural,1,"[[b]]Tuberculos[[/b]]
              desiguaes formados de muitos outros tuberculos.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,173
tuberculos,tubérculo,tubérculos,plural,1,"Tuberculos
              desiguaes formados de muitos outros [[b]]tuberculos[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,173
membranaceos,membranáceo,membranáceos,masculino plural,1,"Turbo scalaris. Concha de figura conica. a. a. os giros feitos em forma de
                cancella. b. b. as zonas, ou cingidouros [[b]]membranaceos[[/b]], obliquamente
                perpendiculares, distantes, c. espira aguda, mas arredondada na ponta, d. a abertura
                orbicular, a. a. beiço unido, revirado para traz.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,178
longitudinal,longitudinal,longitudinal,,1,"Beiços com a margem revirada, com dentes iguaes, e postos a través; b. a abertura
                linear, ou da mesma largura em todo o seu comprimento, e abertura nas duas
                extremidades,  [[b]]longitudinal[[/b]].",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,178
longitudinaes,longitudinal,longitudinais,plural,1,"Buccinum Harpa. Concha oval, a. o ventre estendido, a margem superior
                adelgaçada, b. b. b. varices, ou como veias enchadas, [[b]]longitudinaes[[/b]], iguaes, separadas entre
                si, circumdadas com espinhos c. c. picantes; d. a espira muito breve, e aguda na
                ponta, e. e. os giros inferiores estendidos, com costellas, ou prominencias longitudinaes, a
                cauda apenas sahida para fóra, excavada em forma de canal, exteriormente retorcida,
                e virada para a parte direita.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,179
longitudinaes,longitudinal,longitudinais,plural,1,"Buccinum Harpa. Concha oval, a. o ventre estendido, a margem superior
                adelgaçada, b. b. b. varices, ou como veias enchadas, [[b]]longitudinaes[[/b]], iguaes, separadas entre
                si, circumdadas com espinhos c. c. picantes; d. a espira muito breve, e aguda na
                ponta, e. e. os giros inferiores estendidos, com costellas, ou prominencias longitudinaes, a
                cauda apenas sahida para fóra, excavada em forma de canal, exteriormente retorcida,
                e virada para a parte direita.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,179
setaceos,setáceo,setáceos,masculino plural,1,"Murex Tribulus. Concha oval; a. a. a base do ventre, b. b. as suturas
                como conglutinadas, e grossas, c. c. a espira adelgaçada, aguda, os giros
                transversalmente espinhosos; d. d. os espinhos cumpridos, [[b]]setaceos[[/b]], ou muito adelgaçados para
                a ponta, incurvados, e espalhados em todas as partes da concha. f. f. o Labro
                estendido, espinhoso; g. o beico aplainado, h. h. a columella com a margemtorcida,
                i. sinal do embigo: abertura oval que acaba no canal da cauda.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,179
concameraçoens,concameração,concamerações,plural,1,"Fig. 16. Nautilus Beccarrii. Concha espiral comprimida nos lados, os giros juntos
              entre si, grossos, a. a. a. os nós excavados, b. b. b. as articulações grossas, c. c.
              c. as separaçoens, d. d. canudo lateral; A metade do orificio das [[b]]concameraçoens[[/b]] da
              concha cortada pelo meio.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,179
tuberculos,tubérculo,tubérculos,plural,1,"Murex reticularis. Concha com a superficie em forma de rede; o dorso, ou
                costas com malhas, as quaes tem inchaços, ou [[b]]tuberculos[[/b]], b. b. varices oppostas,
                continuadas, chêas de 
                  tuberculos, a espira pequena, aguda, c. giros cubertos com tuberculos, d. cauda
                sahida para fóra breve, que vai subindo, para huma parte alguma cousa dobrada, ou
                torcida. e. com excavaçaõ.",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,diciovandelli,180
